Date(YYYY-MM-DD hh:mm:ss),100m wind speed (m/s), rated power output at 100m (MW), SCORE-lite power output at 100m (MW),CorrectedScore
2006-01-01 17:50:00,17.140,29.997,30.000,30.000
2006-01-01 18:00:00,17.680,30.000,29.234,29.234
2006-01-01 18:10:00,17.220,30.000,30.000,30.000
2006-01-01 18:20:00,16.660,29.973,30.000,30.000
2006-01-01 18:30:00,16.170,29.952,30.000,30.000
2006-01-01 18:40:00,16.220,29.955,29.785,29.785
2006-01-01 18:50:00,16.290,29.958,30.000,30.000
2006-01-01 19:00:00,16.960,29.988,30.000,30.000
2006-01-01 19:10:00,18.160,30.000,29.101,29.101
2006-01-01 19:20:00,19.440,30.000,29.266,29.266
2006-01-01 19:30:00,19.970,30.000,30.000,30.000
2006-01-01 19:40:00,20.250,30.000,30.000,30.000
2006-01-01 19:50:00,20.450,30.000,30.000,30.000
2006-01-01 20:00:00,21.620,30.000,30.000,30.000
2006-01-01 20:10:00,21.700,30.000,30.000,30.000
2006-01-01 20:20:00,21.590,30.000,30.000,30.000
2006-01-01 20:30:00,20.910,30.000,30.000,30.000
2006-01-01 20:40:00,20.410,30.000,30.000,30.000
2006-01-01 20:50:00,21.330,30.000,30.000,30.000
2006-01-01 21:00:00,21.050,30.000,30.000,30.000
2006-01-01 21:10:00,21.550,30.000,29.759,29.759
2006-01-01 21:20:00,19.940,30.000,30.000,30.000
2006-01-01 21:30:00,18.590,30.000,28.456,28.456
2006-01-01 21:40:00,18.210,30.000,29.119,29.119
2006-01-01 21:50:00,18.640,30.000,29.967,29.967
2006-01-01 22:00:00,18.650,30.000,30.000,30.000
2006-01-01 22:10:00,17.970,30.000,30.000,30.000
2006-01-01 22:20:00,17.410,30.000,29.909,29.909
2006-01-01 22:30:00,17.380,30.000,29.282,29.282
2006-01-01 22:40:00,16.440,29.964,29.825,29.825
2006-01-01 22:50:00,16.380,29.961,30.000,30.000
2006-01-01 23:00:00,16.370,29.961,30.000,30.000
2006-01-01 23:10:00,16.160,29.949,29.712,29.712
2006-01-01 23:20:00,16.160,29.949,30.000,30.000
2006-01-01 23:30:00,15.810,29.856,29.591,29.591
2006-01-01 23:40:00,16.110,29.940,30.000,30.000
2006-01-01 23:50:00,15.860,29.868,28.204,28.204
2006-01-02 00:00:00,15.200,29.685,29.772,29.772
2006-01-02 00:10:00,14.510,28.983,30.000,30.000
2006-01-02 00:20:00,13.790,27.795,27.778,27.778
2006-01-02 00:30:00,12.600,24.252,26.216,26.216
2006-01-02 00:40:00,10.930,17.721,18.371,18.371
2006-01-02 00:50:00,9.280,11.238, 9.942,9.942
2006-01-02 01:00:00,8.190, 7.665, 5.615,5.615
2006-01-02 01:10:00,7.690, 6.231, 4.762,4.762
2006-01-02 01:20:00,7.460, 5.640, 6.014,6.014
2006-01-02 01:30:00,7.880, 6.792, 7.564,7.564
2006-01-02 01:40:00,8.970,10.158,11.097,11.097
2006-01-02 01:50:00,10.660,16.683,17.771,17.771
2006-01-02 02:00:00,12.180,22.701,20.258,20.258
2006-01-02 02:10:00,12.990,25.614,26.524,26.524
2006-01-02 02:20:00,13.590,27.255,27.895,27.895
2006-01-02 02:30:00,14.670,29.169,30.000,30.000
2006-01-02 02:40:00,16.110,29.937,29.623,29.623
2006-01-02 02:50:00,17.320,30.000,30.000,30.000
2006-01-02 03:00:00,17.680,30.000,28.622,28.622
2006-01-02 03:10:00,18.090,30.000,29.913,29.913
2006-01-02 03:20:00,18.410,30.000,30.000,30.000
2006-01-02 03:30:00,18.500,30.000,30.000,30.000
2006-01-02 03:40:00,18.440,30.000,30.000,30.000
2006-01-02 03:50:00,18.250,30.000,30.000,30.000
2006-01-02 04:00:00,19.050,30.000,28.964,28.964
2006-01-02 04:10:00,19.540,30.000,30.000,30.000
2006-01-02 04:20:00,19.450,30.000,30.000,30.000
2006-01-02 04:30:00,19.320,30.000,30.000,30.000
2006-01-02 04:40:00,19.300,30.000,29.203,29.203
2006-01-02 04:50:00,19.840,30.000,29.661,29.661
2006-01-02 05:00:00,20.990,30.000,29.087,29.087
2006-01-02 05:10:00,22.320,30.000,29.519,29.519
2006-01-02 05:20:00,22.980,30.000,30.000,30.000
2006-01-02 05:30:00,23.660,30.000,30.000,30.000
2006-01-02 05:40:00,23.970,30.000,30.000,30.000
2006-01-02 05:50:00,24.170,30.000,30.000,30.000
2006-01-02 06:00:00,24.070,30.000,30.000,30.000
2006-01-02 06:10:00,23.500,30.000,28.692,28.692
2006-01-02 06:20:00,22.830,30.000,29.817,29.817
2006-01-02 06:30:00,22.360,30.000,28.213,28.213
2006-01-02 06:40:00,21.790,30.000,30.000,30.000
2006-01-02 06:50:00,20.600,30.000,30.000,30.000
2006-01-02 07:00:00,19.530,30.000,30.000,30.000
2006-01-02 07:10:00,18.680,30.000,30.000,30.000
2006-01-02 07:20:00,18.700,30.000,30.000,30.000
2006-01-02 07:30:00,19.040,30.000,29.095,29.095
2006-01-02 07:40:00,19.510,30.000,30.000,30.000
2006-01-02 07:50:00,20.160,30.000,30.000,30.000
2006-01-02 08:00:00,20.330,30.000,29.955,29.955
2006-01-02 08:10:00,20.270,30.000,30.000,30.000
2006-01-02 08:20:00,20.040,30.000,28.851,28.851
2006-01-02 08:30:00,19.740,30.000,30.000,30.000
2006-01-02 08:40:00,20.080,30.000,30.000,30.000
2006-01-02 08:50:00,19.740,30.000,30.000,30.000
2006-01-02 09:00:00,19.190,30.000,30.000,30.000
2006-01-02 09:10:00,18.770,30.000,30.000,30.000
2006-01-02 09:20:00,18.700,30.000,27.752,27.752
2006-01-02 09:30:00,19.340,30.000,29.844,29.844
2006-01-02 09:40:00,20.100,30.000,29.229,29.229
2006-01-02 09:50:00,20.610,30.000,29.632,29.632
2006-01-02 10:00:00,21.300,30.000,29.285,29.285
2006-01-02 10:10:00,22.060,30.000,27.667,27.667
2006-01-02 10:20:00,22.230,30.000,30.000,30.000
2006-01-02 10:30:00,21.780,30.000,29.586,29.586
2006-01-02 10:40:00,21.600,30.000,30.000,30.000
2006-01-02 10:50:00,21.930,30.000,29.125,29.125
2006-01-02 11:00:00,22.300,30.000,30.000,30.000
2006-01-02 11:10:00,22.400,30.000,28.138,28.138
2006-01-02 11:20:00,22.080,30.000,30.000,30.000
2006-01-02 11:30:00,22.370,30.000,28.584,28.584
2006-01-02 11:40:00,22.100,30.000,29.863,29.863
2006-01-02 11:50:00,22.480,30.000,30.000,30.000
2006-01-02 12:00:00,22.730,30.000,30.000,30.000
2006-01-02 12:10:00,22.690,30.000,29.495,29.495
2006-01-02 12:20:00,23.020,30.000,29.436,29.436
2006-01-02 12:30:00,23.630,30.000,30.000,30.000
2006-01-02 12:40:00,23.320,30.000,30.000,30.000
2006-01-02 12:50:00,23.230,30.000,29.907,29.907
2006-01-02 13:00:00,23.740,30.000,30.000,30.000
2006-01-02 13:10:00,24.090,30.000,28.851,28.851
2006-01-02 13:20:00,24.340,30.000,28.762,28.762
2006-01-02 13:30:00,24.610,30.000,29.807,29.807
2006-01-02 13:40:00,24.400,30.000,28.060,28.060
2006-01-02 13:50:00,24.620,30.000,30.000,30.000
2006-01-02 14:00:00,25.100,30.000,30.000,30.000
2006-01-02 14:10:00,25.000,30.000,30.000,30.000
2006-01-02 14:20:00,25.140,30.000,30.000,30.000
2006-01-02 14:30:00,25.170,30.000,29.735,29.735
2006-01-02 14:40:00,25.290,30.000,28.316,28.316
2006-01-02 14:50:00,24.810,30.000,29.043,29.043
